id,domain,function_name,task,role,params,algorithm,settings,supabase_tables,rls_policy,edge_function
90,channel_canary,tg_channel_func_00090,"Implement channel_canary workflow #90",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_6,edge_canary_00090
91,channel_kill_switch,tg_channel_func_00091,"Implement channel_kill_switch workflow #91",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_7,edge_kill_switch_00091
92,channel_support,tg_channel_func_00092,"Implement channel_support workflow #92",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_1,edge_support_00092
93,channel_admin_console,tg_channel_func_00093,"Implement channel_admin_console workflow #93",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[retention_days,auto_caption]",translation_nmt,"retention_days;auto_caption","channel_invites|channel_ab_experiments",owner_admin_write_subscriber_read_2,edge_admin_console_00093
94,channel_creator_tools,tg_channel_func_00094,"Implement channel_creator_tools workflow #94",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[archive_after_days,content_filter_level]",thumbnail_saliency,"archive_after_days;content_filter_level","channel_links|channel_audit_logs",owner_admin_write_subscriber_read_3,edge_creator_tools_00094
95,channel_branding,tg_channel_func_00095,"Implement channel_branding workflow #95",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[anti_spam_level,rate_limit_per_minute]",trend_ewma,"anti_spam_level;rate_limit_per_minute","channel_qr_tokens|channels",owner_admin_write_subscriber_read_4,edge_branding_00095
96,channel_templates,tg_channel_func_00096,"Implement channel_templates workflow #96",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_5,edge_templates_00096
97,channel_form_builder,tg_channel_func_00097,"Implement channel_form_builder workflow #97",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_6,edge_form_builder_00097
98,channel_payments,tg_channel_func_00098,"Implement channel_payments workflow #98",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[content_filter_level,is_public]",retry_exponential_backoff,"content_filter_level;is_public","channel_analytics_daily|channel_message_media",owner_admin_write_subscriber_read_7,edge_payments_00098
99,channel_referrals,tg_channel_func_00099,"Implement channel_referrals workflow #99",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[rate_limit_per_minute,requires_approval]",conflict_last_write_wins,"rate_limit_per_minute;requires_approval","channel_ab_experiments|channel_reactions",owner_admin_write_subscriber_read_1,edge_referrals_00099
100,channel_campaigns,tg_channel_func_00100,"Implement channel_campaigns workflow #100",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[realtime_sync,slow_mode_seconds]",conflict_manual_merge,"realtime_sync;slow_mode_seconds","channel_audit_logs|channel_comments",owner_admin_write_subscriber_read_2,edge_campaigns_00100
101,channel_ab_tests,tg_channel_func_00101,"Implement channel_ab_tests workflow #101",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_enabled,max_post_length]",rank_by_recency,"is_enabled;max_post_length","channels|channel_threads",owner_admin_write_subscriber_read_3,edge_ab_tests_00101
102,channel_segmentation,tg_channel_func_00102,"Implement channel_segmentation workflow #102",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_public,max_media_per_post]",rank_by_engagement,"is_public;max_media_per_post","channel_members|channel_pins",owner_admin_write_subscriber_read_4,edge_segmentation_00102
103,channel_core,tg_channel_func_00103,"Implement channel_core workflow #103",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[requires_approval,allow_comments]",rank_hybrid_recency_engagement,"requires_approval;allow_comments","channel_messages|channel_drafts",owner_admin_write_subscriber_read_5,edge_core_00103
104,channel_profile,tg_channel_func_00104,"Implement channel_profile workflow #104",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_6,edge_profile_00104
105,channel_privacy,tg_channel_func_00105,"Implement channel_privacy workflow #105",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_post_length,allow_forwarding]",bayesian_ab,"max_post_length;allow_forwarding","channel_reactions|channel_reports",owner_admin_write_subscriber_read_7,edge_privacy_00105
106,channel_permissions,tg_channel_func_00106,"Implement channel_permissions workflow #106",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_media_per_post,allow_screenshot]",anomaly_zscore,"max_media_per_post;allow_screenshot","channel_comments|channel_moderation_actions",owner_admin_write_subscriber_read_1,edge_permissions_00106
107,channel_membership,tg_channel_func_00107,"Implement channel_membership workflow #107",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_comments,enable_signatures]",spam_score_weighted,"allow_comments;enable_signatures","channel_threads|channel_invites",owner_admin_write_subscriber_read_2,edge_membership_00107
108,channel_posts,tg_channel_func_00108,"Implement channel_posts workflow #108",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_reactions,default_parse_mode]",toxicity_threshold,"allow_reactions;default_parse_mode","channel_pins|channel_links",owner_admin_write_subscriber_read_3,edge_posts_00108
109,channel_media,tg_channel_func_00109,"Implement channel_media workflow #109",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_4,edge_media_00109
110,channel_reactions,tg_channel_func_00110,"Implement channel_reactions workflow #110",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_5,edge_reactions_00110
111,channel_comments,tg_channel_func_00111,"Implement channel_comments workflow #111",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_6,edge_comments_00111
112,channel_threads,tg_channel_func_00112,"Implement channel_threads workflow #112",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_7,edge_threads_00112
113,channel_pinned,tg_channel_func_00113,"Implement channel_pinned workflow #113",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[retention_days,auto_caption]",translation_nmt,"retention_days;auto_caption","channel_invites|channel_ab_experiments",owner_admin_write_subscriber_read_1,edge_pinned_00113
114,channel_scheduling,tg_channel_func_00114,"Implement channel_scheduling workflow #114",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[archive_after_days,content_filter_level]",thumbnail_saliency,"archive_after_days;content_filter_level","channel_links|channel_audit_logs",owner_admin_write_subscriber_read_2,edge_scheduling_00114
115,channel_drafts,tg_channel_func_00115,"Implement channel_drafts workflow #115",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[anti_spam_level,rate_limit_per_minute]",trend_ewma,"anti_spam_level;rate_limit_per_minute","channel_qr_tokens|channels",owner_admin_write_subscriber_read_3,edge_drafts_00115
116,channel_moderation,tg_channel_func_00116,"Implement channel_moderation workflow #116",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_4,edge_moderation_00116
117,channel_reports,tg_channel_func_00117,"Implement channel_reports workflow #117",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_5,edge_reports_00117
118,channel_antispam,tg_channel_func_00118,"Implement channel_antispam workflow #118",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[content_filter_level,is_public]",retry_exponential_backoff,"content_filter_level;is_public","channel_analytics_daily|channel_message_media",owner_admin_write_subscriber_read_6,edge_antispam_00118
119,channel_search,tg_channel_func_00119,"Implement channel_search workflow #119",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[rate_limit_per_minute,requires_approval]",conflict_last_write_wins,"rate_limit_per_minute;requires_approval","channel_ab_experiments|channel_reactions",owner_admin_write_subscriber_read_7,edge_search_00119
120,channel_discovery,tg_channel_func_00120,"Implement channel_discovery workflow #120",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[realtime_sync,slow_mode_seconds]",conflict_manual_merge,"realtime_sync;slow_mode_seconds","channel_audit_logs|channel_comments",owner_admin_write_subscriber_read_1,edge_discovery_00120
121,channel_invites,tg_channel_func_00121,"Implement channel_invites workflow #121",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_enabled,max_post_length]",rank_by_recency,"is_enabled;max_post_length","channels|channel_threads",owner_admin_write_subscriber_read_2,edge_invites_00121
122,channel_links,tg_channel_func_00122,"Implement channel_links workflow #122",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_public,max_media_per_post]",rank_by_engagement,"is_public;max_media_per_post","channel_members|channel_pins",owner_admin_write_subscriber_read_3,edge_links_00122
123,channel_qr,tg_channel_func_00123,"Implement channel_qr workflow #123",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[requires_approval,allow_comments]",rank_hybrid_recency_engagement,"requires_approval;allow_comments","channel_messages|channel_drafts",owner_admin_write_subscriber_read_4,edge_qr_00123
124,channel_notifications,tg_channel_func_00124,"Implement channel_notifications workflow #124",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_5,edge_notifications_00124
125,channel_read_state,tg_channel_func_00125,"Implement channel_read_state workflow #125",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_post_length,allow_forwarding]",bayesian_ab,"max_post_length;allow_forwarding","channel_reactions|channel_reports",owner_admin_write_subscriber_read_6,edge_read_state_00125
126,channel_analytics,tg_channel_func_00126,"Implement channel_analytics workflow #126",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_media_per_post,allow_screenshot]",anomaly_zscore,"max_media_per_post;allow_screenshot","channel_comments|channel_moderation_actions",owner_admin_write_subscriber_read_7,edge_analytics_00126
127,channel_growth,tg_channel_func_00127,"Implement channel_growth workflow #127",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_comments,enable_signatures]",spam_score_weighted,"allow_comments;enable_signatures","channel_threads|channel_invites",owner_admin_write_subscriber_read_1,edge_growth_00127
128,channel_advertising,tg_channel_func_00128,"Implement channel_advertising workflow #128",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_reactions,default_parse_mode]",toxicity_threshold,"allow_reactions;default_parse_mode","channel_pins|channel_links",owner_admin_write_subscriber_read_2,edge_advertising_00128
129,channel_monetization,tg_channel_func_00129,"Implement channel_monetization workflow #129",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_3,edge_monetization_00129
130,channel_premium,tg_channel_func_00130,"Implement channel_premium workflow #130",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_4,edge_premium_00130
131,channel_business,tg_channel_func_00131,"Implement channel_business workflow #131",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_5,edge_business_00131
132,channel_bot_api,tg_channel_func_00132,"Implement channel_bot_api workflow #132",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_6,edge_bot_api_00132
